code_type	code_group	code	term
medcode	comorb_angina_med	3920011000006116	Variant angina
medcode	comorb_angina_med	3499001000006116	"Angina, class I"
medcode	comorb_angina_med	7572351000006115	Silent coronary vasospastic disease
medcode	comorb_angina_med	9868461000006110	Unstable angina co-occurrent and due to coronary arteriosclerosis
medcode	comorb_angina_med	3886751000006118	"Angina, class III"
medcode	comorb_angina_med	2571561000006118	Pre-infarction syndrome
medcode	comorb_angina_med	6360421000006114	Recurrent angina after coronary stent placement
medcode	comorb_angina_med	7966931000006114	Angina associated with type 2 diabetes mellitus
medcode	comorb_angina_med	12276271000006112	Progressive angina
medcode	comorb_angina_med	6360401000006116	Recurrent angina after percutaneous transluminal coronary angioplasty
medcode	comorb_angina_med	4776001000006111	Anginal syndrome
medcode	comorb_angina_med	494260016	Impending infarction
medcode	comorb_angina_med	5887641000006118	Angina of effort
medcode	comorb_angina_med	6847761000006118	Chronic ischemic heart disease
medcode	comorb_angina_med	6360441000006119	Recurrent angina after coronary artery bypass graft
medcode	comorb_angina_med	7696501000006114	Resting ischaemia
medcode	comorb_angina_med	7703511000006110	Subacute ischaemic heart disease
medcode	comorb_angina_med	3458791000006114	Anginal chest pain at rest
medcode	comorb_angina_med	5056261000006112	Asymptomatic ischaemia
medcode	comorb_angina_med	4775981000006112	Cardiac angina
medcode	comorb_angina_med	4776021000006118	Ischemic heart disease - angina
medcode	comorb_angina_med	6864791000006113	Myocardial ischemia
medcode	comorb_angina_med	12125971000006114	Unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft
medcode	comorb_angina_med	14179491000006111	Unstable angina due to arteriosclerosis of coronary artery bypass graft of transplanted heart
medcode	comorb_angina_med	9868481000006117	Angina co-occurrent and due to coronary arteriosclerosis
medcode	comorb_angina_med	3951991000006119	"Angina, class IV"
medcode	comorb_angina_med	12125951000006116	Arteriosclerosis of autologous vein coronary artery bypass graft with angina
medcode	comorb_angina_med	2571531000006110	Intermediate coronary syndrome
medcode	comorb_angina_med	3920001000006119	Variant angina pectoris
