code_type	code_group	code	term	drug_substance
prodcode	med_insulin_long	2780941000033114	Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	4258541000033111	Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	12686641000033112	Semglee 100units/ml solution for injection 3ml pre-filled pens (Viatris UK Healthcare Ltd)	Insulin glargine
prodcode	med_insulin_long	10494441000033111	Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	12998841000033112	Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	735841000033116	Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin isophane bovine
prodcode	med_insulin_long	2917041000033118	Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin isophane bovine
prodcode	med_insulin_long	1821641000033119	Insulin isophane bovine 100units/ml suspension for injection 10ml vials	Insulin isophane bovine
prodcode	med_insulin_long	1821741000033111	Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges	Insulin isophane bovine
prodcode	med_insulin_long	727641000033113	Humaject (Humulin I)  Preloaded pen  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	721641000033116	Human Insulatard Ge  Injection  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	726641000033110	Human Insulatard Ge  Penfill cartridges (3 ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	726941000033115	Human Insulatard Ge  Preloaded pen  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1714041000033116	Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	719841000033112	Humulin I  Cartridges (1.5 Ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	724041000033112	Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	1615941000033113	Humulin I 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	5911541000033119	Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	2182441000033113	Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	2953241000033110	Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2796741000033112	Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2644641000033113	Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2953141000033115	Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2953341000033117	Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	779141000033111	Insulin isophane human 100units/ml suspension for injection 10ml vials	Insulin isophane human
prodcode	med_insulin_long	2035441000033117	Insuman Basal 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	2266841000033110	Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	6389641000033111	Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	2035241000033118	Insuman Basal 100units/ml suspension for injection 5ml vials (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	779841000033117	Isophane Insulin  Injection  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1620641000033115	Isophane Insulin (Human Pyr)  Injection  100 units/ml, 10 ml vial	Insulin isophane human
prodcode	med_insulin_long	1621141000033118	Isophane Insulin (Human Pyr)  Penfill Cartridges (1.5 Ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1621241000033113	Isophane Insulin (Human Pyr)  Penfill cartridges (3 ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1621341000033115	Isophane Insulin (Human Pyr)  Preloaded pen  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	776041000033117	Isophane Insulin (Human, Prb)  Cartridges  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	779641000033118	Isophane Insulin Injection (Evans)  Injection  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	727141000033115	Humaject (Humulin M1)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727241000033110	Humaject (Humulin M2)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727441000033111	Humaject (Humulin M4)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727541000033112	Humaject (Humulin M5)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727341000033117	HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1052941000033117	Human Mixtard 10  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726141000033117	Human Mixtard 10  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061741000033116	Human Mixtard 10  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818141000033110	Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053041000033110	Human Mixtard 20  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726241000033112	Human Mixtard 20  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061841000033114	Human Mixtard 20  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818241000033115	Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726041000033116	Human Mixtard 30  Injection  10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053541000033117	Human Mixtard 30  Injection (cartridges)  100 u/ml	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726341000033119	Human Mixtard 30  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061641000033113	Human Mixtard 30  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	722941000033116	Human Mixtard 30 Ge  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818341000033113	Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053141000033114	Human Mixtard 40  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726441000033113	Human Mixtard 40  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061941000033118	Human Mixtard 40  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818441000033119	Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053241000033119	Human Mixtard 50  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726541000033114	Human Mixtard 50  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1062041000033112	Human Mixtard 50  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818541000033118	Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2868441000033119	Humulin 50/50  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2868241000033115	Humulin 70/30  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2868141000033110	Humulin 80/20  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	719941000033116	Humulin M1  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616141000033116	Humulin M1  Cartridges (3 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	724141000033111	Humulin M1  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720041000033118	Humulin M2  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	724241000033116	Humulin M2  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616241000033111	Humulin M2 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720141000033119	Humulin M3 (Lilly)  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	725341000033110	Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616341000033118	Humulin M3 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	5910741000033117	Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	3333841000033113	Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720241000033114	Humulin M4  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616441000033112	Humulin M4  Cartridges (3 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	725241000033117	Humulin M4  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720441000033110	Humulin M5  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	722841000033112	Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	721141000033114	Humulin M5 50/50  Cartridges  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158541000033117	Insuman Comb 15 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2267041000033118	Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158441000033118	Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2035641000033115	Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2267141000033119	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	6011841000033112	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2035541000033116	Insuman Comb 25 100units/ml suspension for injection 5ml vials (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158741000033113	Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2267241000033114	Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158641000033116	Insuman Comb 50 100units/ml suspension for injection 5ml vials (Aventis Pharma)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953441000033111	Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953541000033112	Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953641000033113	Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953741000033116	Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953941000033118	Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2644741000033116	Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953841000033114	Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954041000033116	Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954141000033117	Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954241000033112	Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954441000033113	Mixtard 50  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954341000033119	Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954541000033114	Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	734941000033111	Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin isophane porcine
prodcode	med_insulin_long	2917241000033114	Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin isophane porcine
prodcode	med_insulin_long	1821441000033116	Insulin isophane porcine 100units/ml suspension for injection 10ml vials	Insulin isophane porcine
prodcode	med_insulin_long	1821541000033115	Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges	Insulin isophane porcine
prodcode	med_insulin_long	763341000033116	Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane porcine
prodcode	med_insulin_long	2018941000033112	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	2018841000033116	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	2917341000033116	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	734841000033115	Hypurin Porcine Biphasic Isophane  Injection (cartridges)  	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	915641000033117	Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	5403541000033118	Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	1736941000033118	Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	4608641000033119	Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	1737041000033117	Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	3922641000033111	Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	4608741000033111	Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	2182141000033117	Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	736141000033115	Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin protamine zinc bovine
prodcode	med_insulin_long	1119741000033114	Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials	Insulin protamine zinc bovine
prodcode	med_insulin_long	724941000033113	Human Ultratard  Injection  100 units/ml	Insulin zinc suspension crystalline human
prodcode	med_insulin_long	724541000033119	Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin zinc suspension crystalline human
prodcode	med_insulin_long	2954841000033111	Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin zinc suspension crystalline human
prodcode	med_insulin_long	735241000033115	Hypurin Bovine Lente  Injection (cartridges)  100 i.u./ml	Insulin zinc suspension mixed bovine
prodcode	med_insulin_long	735941000033112	Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin zinc suspension mixed bovine
prodcode	med_insulin_long	723941000033110	Human Monotard (Novo)  Injection  100 units/ml	Insulin zinc suspension mixed human
prodcode	med_insulin_long	725841000033118	Humulin Lente 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin zinc suspension mixed human
prodcode	med_insulin_long	763941000033117	Insulin Zinc Suspension  Injection  100 units/ml	Insulin zinc suspension mixed human
prodcode	med_insulin_long	759841000033115	Insulin Zinc Suspension (Human)  Injection  100 units/ml, 10 ml vial	Insulin zinc suspension mixed human
prodcode	med_insulin_long	764941000033119	Insulin Zinc Suspension Lente (Evans)  Injection  100u/ml	Insulin zinc suspension mixed human
prodcode	med_insulin_long	2954741000033118	Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin zinc suspension mixed human
prodcode	med_insulin_long	926541000033117	Monotard Mc Insulin Zinc Susp Bp Nova  Injection  100 units/1 ml	Insulin zinc suspension mixed human
