code_type	code_group	code	term	drug_substance
prodcode	med_GLP1	4149441000033117	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Exenatide
prodcode	med_GLP1	5131341000033117	Victoza 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Liraglutide
prodcode	med_GLP1	12876141000033116	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable device	Semaglutide
prodcode	med_GLP1	12876441000033112	Ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Semaglutide
prodcode	med_GLP1	8267441000033116	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide
prodcode	med_GLP1	12876341000033118	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable device	Semaglutide
prodcode	med_GLP1	12876641000033114	Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd)	Semaglutide
prodcode	med_GLP1	10208041000033112	Trulicity 0.75mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)	Dulaglutide
prodcode	med_GLP1	10207841000033118	Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide
prodcode	med_GLP1	13753341000033115	Trulicity 3mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)	Dulaglutide
prodcode	med_GLP1	4149341000033111	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Exenatide
prodcode	med_GLP1	4149641000033115	Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd)	Exenatide
prodcode	med_GLP1	10042541000033117	Exenatide  Prolonged release suspension for injection  2 mg device	Exenatide
prodcode	med_GLP1	10042641000033116	Bydureon  Prolonged release suspension for injection  2 mg pen	Exenatide
prodcode	med_GLP1	6388341000033110	Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials (AstraZeneca UK Ltd)	Exenatide
prodcode	med_GLP1	6388241000033117	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Exenatide
prodcode	med_GLP1	12876241000033111	Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable device	Semaglutide
prodcode	med_GLP1	12876541000033113	Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd)	Semaglutide
prodcode	med_GLP1	13753141000033118	Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide
prodcode	med_GLP1	13753441000033114	Trulicity 4.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)	Dulaglutide
prodcode	med_GLP1	8267641000033119	Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)	Lixisenatide
prodcode	med_GLP1	13712241000033110	Semaglutide 3mg tablets	Semaglutide
prodcode	med_GLP1	13712341000033117	Semaglutide 7mg tablets	Semaglutide
prodcode	med_GLP1	4149541000033116	Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens (AstraZeneca UK Ltd)	Exenatide
prodcode	med_GLP1	13427641000033114	Bydureon BCise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens (AstraZeneca UK Ltd)	Exenatide
prodcode	med_GLP1	8267341000033110	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide
prodcode	med_GLP1	13712441000033111	Semaglutide 14mg tablets	Semaglutide
prodcode	med_GLP1	13712541000033112	Rybelsus 3mg tablets (Novo Nordisk Ltd)	Semaglutide
prodcode	med_GLP1	13712641000033113	Rybelsus 7mg tablets (Novo Nordisk Ltd)	Semaglutide
prodcode	med_GLP1	13427441000033112	Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens (AstraZeneca UK Ltd)	Exenatide
prodcode	med_GLP1	13427541000033113	Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices	Exenatide
prodcode	med_GLP1	11919041000033113	Saxenda 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Liraglutide
prodcode	med_GLP1	13712741000033116	Rybelsus 14mg tablets (Novo Nordisk Ltd)	Semaglutide
prodcode	med_GLP1	13753241000033113	Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide
prodcode	med_GLP1	13427341000033118	Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices	Exenatide
prodcode	med_GLP1	8268441000033115	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide
prodcode	med_GLP1	8267541000033115	Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)	Lixisenatide
prodcode	med_GLP1	8268641000033118	Lyxumia 10micrograms/20micrograms treatment initiation pack (Sanofi)	Lixisenatide
prodcode	med_insulin_GLP1	10044641000033114	Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin degludec/ Liraglutide
prodcode	med_insulin_GLP1	10044541000033113	Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec/ Liraglutide
prodcode	med_insulin_GLP1	12902541000033110	Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin glargine/ Lixisenatide
prodcode	med_insulin_GLP1	12902641000033111	Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin glargine/ Lixisenatide
prodcode	med_insulin_GLP1	12902841000033112	Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine/ Lixisenatide
prodcode	med_insulin_GLP1	12902741000033119	Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine/ Lixisenatide
prodcode	med_insulin_long	2724841000033118	NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin aspart/ Insulin aspart protamine
prodcode	med_insulin_long	2724741000033111	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin aspart/ Insulin aspart protamine
prodcode	med_insulin_long	8264341000033118	Insulin degludec 100units/ml solution for injection 3ml cartridges	Insulin degludec
prodcode	med_insulin_long	8263941000033117	Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec
prodcode	med_insulin_long	8264041000033115	Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec
prodcode	med_insulin_long	8264141000033116	Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin degludec
prodcode	med_insulin_long	8264241000033111	Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin degludec
prodcode	med_insulin_long	8264441000033112	Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin degludec
prodcode	med_insulin_long	3137041000033115	Insulin detemir 100units/ml solution for injection 3ml cartridges	Insulin detemir
prodcode	med_insulin_long	3136941000033116	Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin detemir
prodcode	med_insulin_long	3137241000033111	Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin detemir
prodcode	med_insulin_long	4126541000033110	Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin detemir
prodcode	med_insulin_long	3137141000033116	Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin detemir
prodcode	med_insulin_long	10600641000033118	Abasaglar 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin glargine
prodcode	med_insulin_long	10600741000033110	Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin glargine
prodcode	med_insulin_long	14002541000033110	Abasaglar Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin glargine
prodcode	med_insulin_long	2798841000033115	Insulin glargine 100units/ml solution for injection 10ml vials	Insulin glargine
prodcode	med_insulin_long	2798941000033111	Insulin glargine 100units/ml solution for injection 3ml cartridges	Insulin glargine
prodcode	med_insulin_long	2799041000033119	Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine
prodcode	med_insulin_long	10494241000033110	Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices	Insulin glargine
prodcode	med_insulin_long	12998741000033119	Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine
prodcode	med_insulin_long	2780741000033111	Lantus 100units/ml solution for injection 10ml vials (Sanofi)	Insulin glargine
prodcode	med_insulin_long	2780841000033118	Lantus 100units/ml solution for injection 3ml cartridges (Sanofi)	Insulin glargine
prodcode	med_insulin_long	3869341000033114	Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)	Insulin glargine
prodcode	med_insulin_long	2780941000033114	Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	4258541000033111	Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	12686641000033112	Semglee 100units/ml solution for injection 3ml pre-filled pens (Viatris UK Healthcare Ltd)	Insulin glargine
prodcode	med_insulin_long	10494441000033111	Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	12998841000033112	Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi)	Insulin glargine
prodcode	med_insulin_long	735841000033116	Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin isophane bovine
prodcode	med_insulin_long	2917041000033118	Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin isophane bovine
prodcode	med_insulin_long	1821641000033119	Insulin isophane bovine 100units/ml suspension for injection 10ml vials	Insulin isophane bovine
prodcode	med_insulin_long	1821741000033111	Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges	Insulin isophane bovine
prodcode	med_insulin_long	727641000033113	Humaject (Humulin I)  Preloaded pen  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	721641000033116	Human Insulatard Ge  Injection  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	726641000033110	Human Insulatard Ge  Penfill cartridges (3 ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	726941000033115	Human Insulatard Ge  Preloaded pen  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1714041000033116	Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	719841000033112	Humulin I  Cartridges (1.5 Ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	724041000033112	Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	1615941000033113	Humulin I 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	5911541000033119	Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	2182441000033113	Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human
prodcode	med_insulin_long	2953241000033110	Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2796741000033112	Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2644641000033113	Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2953141000033115	Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	2953341000033117	Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human
prodcode	med_insulin_long	779141000033111	Insulin isophane human 100units/ml suspension for injection 10ml vials	Insulin isophane human
prodcode	med_insulin_long	2035441000033117	Insuman Basal 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	2266841000033110	Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	6389641000033111	Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	2035241000033118	Insuman Basal 100units/ml suspension for injection 5ml vials (Sanofi)	Insulin isophane human
prodcode	med_insulin_long	779841000033117	Isophane Insulin  Injection  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1620641000033115	Isophane Insulin (Human Pyr)  Injection  100 units/ml, 10 ml vial	Insulin isophane human
prodcode	med_insulin_long	1621141000033118	Isophane Insulin (Human Pyr)  Penfill Cartridges (1.5 Ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1621241000033113	Isophane Insulin (Human Pyr)  Penfill cartridges (3 ml)  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	1621341000033115	Isophane Insulin (Human Pyr)  Preloaded pen  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	776041000033117	Isophane Insulin (Human, Prb)  Cartridges  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	779641000033118	Isophane Insulin Injection (Evans)  Injection  100 units/ml	Insulin isophane human
prodcode	med_insulin_long	727141000033115	Humaject (Humulin M1)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727241000033110	Humaject (Humulin M2)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727441000033111	Humaject (Humulin M4)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727541000033112	Humaject (Humulin M5)  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	727341000033117	HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1052941000033117	Human Mixtard 10  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726141000033117	Human Mixtard 10  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061741000033116	Human Mixtard 10  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818141000033110	Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
